
Thread 0
Throughput          Waiting time          Service time          Time to parse          Sets          Gets          Multi-gets          Misses
13.0                .0                    1.0629                1.284                  13.0          .0            .0                  .0
22.0                .1364                 1.0163                .3507                  22.0          .0            .0                  .0
20.0                .1                    .7794                 .2254                  20.0          .0            .0                  .0
27.0                .0                    .7628                 .2652                  27.0          .0            .0                  .0
20.0                .15                   .9113                 .0997                  20.0          .0            .0                  .0
20.0                .15                   1.7972                .2239                  20.0          .0            .0                  .0
23.0                .1304                 1.4602                -.0021                 23.0          .0            .0                  .0
25.0                .12                   .9946                 .3577                  25.0          .0            .0                  .0
22.0                .0455                 .8076                 .2731                  22.0          .0            .0                  .0
30.0                .0667                 .7311                 .4887                  30.0          .0            .0                  .0
23.0                .0435                 1.1083                .6048                  23.0          .0            .0                  .0
22.0                .0909                 .9974                 .3061                  22.0          .0            .0                  .0
24.0                .125                  .8937                 .2534                  24.0          .0            .0                  .0
23.0                .1304                 .9393                 .297                   23.0          .0            .0                  .0
25.0                .12                   .9193                 .128                   25.0          .0            .0                  .0
22.0                .0                    1.0                   .3344                  22.0          .0            .0                  .0
20.0                .0                    1.0579                .4722                  20.0          .0            .0                  .0
26.0                .0385                 .8854                 .2693                  26.0          .0            .0                  .0
25.0                .04                   .7708                 .199                   25.0          .0            .0                  .0
22.0                .2727                 .8115                 .2824                  22.0          .0            .0                  .0
24.0                .0417                 .7721                 .3811                  24.0          .0            .0                  .0
19.0                .0526                 .7969                 .1773                  19.0          .0            .0                  .0
17.0                .0                    .8848                 .6075                  17.0          .0            .0                  .0
18.0                .1111                 .9096                 .3388                  18.0          .0            .0                  .0
18.0                .0556                 .9557                 .4948                  18.0          .0            .0                  .0
21.0                .0476                 .8757                 .4861                  21.0          .0            .0                  .0
22.0                .0455                 1.1266                .2177                  22.0          .0            .0                  .0
21.0                .1429                 .9023                 .3143                  21.0          .0            .0                  .0
28.0                .1429                 .9999                 .4907                  28.0          .0            .0                  .0
21.0                .1429                 .8084                 .2804                  21.0          .0            .0                  .0
21.0                .4286                 .8932                 .2969                  21.0          .0            .0                  .0
24.0                .0417                 .8529                 .1304                  24.0          .0            .0                  .0
21.0                .0                    .8912                 .2339                  21.0          .0            .0                  .0
21.0                .1429                 .7443                 .5035                  21.0          .0            .0                  .0
23.0                .087                  1.0359                .2688                  23.0          .0            .0                  .0
20.0                .05                   .9127                 .2605                  20.0          .0            .0                  .0
24.0                .0833                 1.1554                .3145                  24.0          .0            .0                  .0
22.0                .0909                 .9423                 .3018                  22.0          .0            .0                  .0
25.0                .0                    .8018                 .2312                  25.0          .0            .0                  .0
24.0                .125                  .6713                 .1752                  24.0          .0            .0                  .0
21.0                .1429                 .7055                 .1857                  21.0          .0            .0                  .0
23.0                .087                  1.0811                .5357                  23.0          .0            .0                  .0
20.0                .05                   .9688                 .0656                  20.0          .0            .0                  .0
20.0                .15                   .7828                 .234                   20.0          .0            .0                  .0
24.0                .0                    1.0048                .5918                  24.0          .0            .0                  .0
20.0                .1                    .9086                 .4056                  20.0          .0            .0                  .0
21.0                .1905                 1.2209                .0842                  21.0          .0            .0                  .0
23.0                .0435                 1.0031                .0714                  23.0          .0            .0                  .0
20.0                .1                    .8235                 .3832                  20.0          .0            .0                  .0
20.0                .1                    1.0388                .4542                  20.0          .0            .0                  .0
22.0                .0909                 .9158                 .1328                  22.0          .0            .0                  .0
22.0                .0455                 1.1641                .1867                  22.0          .0            .0                  .0
20.0                .1                    1.1475                .3237                  20.0          .0            .0                  .0
23.0                .1304                 1.6747                -.1178                 23.0          .0            .0                  .0
22.0                .0                    1.0242                .0669                  22.0          .0            .0                  .0
23.0                .087                  1.3183                .0184                  23.0          .0            .0                  .0
21.0                .0                    .9061                 .1616                  21.0          .0            .0                  .0
22.0                .0455                 1.4444                -.0267                 22.0          .0            .0                  .0
20.0                .15                   .999                  .0998                  20.0          .0            .0                  .0
22.0                .0455                 1.0292                .4301                  22.0          .0            .0                  .0
Server 0, get requests: 0
Server 1, get requests: 0
Server 2, get requests: 0

Thread 1
Throughput          Waiting time          Service time          Time to parse          Sets          Gets          Multi-gets          Misses
14.0                .0                    1.3508                .5685                  14.0          .0            .0                  .0
18.0                .2222                 1.3069                .898                   18.0          .0            .0                  .0
21.0                .0952                 .9932                 .1633                  21.0          .0            .0                  .0
25.0                .04                   .887                  .2413                  25.0          .0            .0                  .0
19.0                .2105                 1.252                 .4681                  19.0          .0            .0                  .0
24.0                .125                  .9081                 .3539                  24.0          .0            .0                  .0
26.0                .0769                 .8996                 .2373                  26.0          .0            .0                  .0
22.0                .0455                 .8879                 .2728                  22.0          .0            .0                  .0
20.0                .0                    .8337                 .2348                  20.0          .0            .0                  .0
24.0                .0833                 .8477                 .2435                  24.0          .0            .0                  .0
21.0                .0476                 .7939                 .3147                  21.0          .0            .0                  .0
23.0                .087                  .8661                 .4001                  23.0          .0            .0                  .0
27.0                .1481                 .9575                 .1616                  27.0          .0            .0                  .0
24.0                .0833                 1.3114                .0177                  24.0          .0            .0                  .0
23.0                .1739                 .7755                 .1915                  23.0          .0            .0                  .0
21.0                .0476                 .7893                 .4112                  21.0          .0            .0                  .0
22.0                .0                    .7946                 .2135                  22.0          .0            .0                  .0
26.0                .0385                 .8229                 .1871                  26.0          .0            .0                  .0
24.0                .2083                 1.0177                .2277                  24.0          .0            .0                  .0
24.0                .0                    1.0519                .1929                  24.0          .0            .0                  .0
24.0                .0417                 .7723                 .5722                  24.0          .0            .0                  .0
19.0                .0526                 .8092                 .1924                  19.0          .0            .0                  .0
17.0                .1765                 .7385                 .3163                  17.0          .0            .0                  .0
17.0                .0588                 1.0211                .0449                  17.0          .0            .0                  .0
16.0                .0625                 1.0499                .0985                  16.0          .0            .0                  .0
22.0                .1818                 .9692                 .332                   22.0          .0            .0                  .0
21.0                .0952                 .7942                 .2047                  21.0          .0            .0                  .0
24.0                .1667                 .934                  .244                   24.0          .0            .0                  .0
26.0                .0385                 .948                  .1564                  26.0          .0            .0                  .0
22.0                .0                    .8066                 .3021                  22.0          .0            .0                  .0
22.0                .087                  1.3275                .4759                  23.0          .0            .0                  .0
23.0                .087                  .7524                 .1536                  22.0          .0            .0                  .0
20.0                .0476                 1.2772                -.0066                 21.0          .0            .0                  .0
21.0                .0                    1.1045                .2751                  20.0          .0            .0                  .0
24.0                .04                   1.0445                .0753                  25.0          .0            .0                  .0
21.0                .0476                 .7675                 .4024                  20.0          .0            .0                  .0
23.0                .0435                 .8507                 .2976                  23.0          .0            .0                  .0
23.0                .0                    1.0985                .476                   23.0          .0            .0                  .0
23.0                .1739                 .9547                 .1945                  23.0          .0            .0                  .0
24.0                .0                    1.1648                .2714                  24.0          .0            .0                  .0
19.0                .0526                 1.2622                .1012                  19.0          .0            .0                  .0
21.0                .2381                 1.0037                .2426                  21.0          .0            .0                  .0
20.0                .15                   .9491                 .5126                  20.0          .0            .0                  .0
23.0                .087                  .9141                 .2376                  23.0          .0            .0                  .0
20.0                .25                   1.04                  .3009                  20.0          .0            .0                  .0
21.0                .0952                 .9144                 .3765                  21.0          .0            .0                  .0
21.0                .0476                 1.4071                .0214                  21.0          .0            .0                  .0
24.0                .0417                 .7824                 .2973                  24.0          .0            .0                  .0
22.0                .0455                 .8087                 .2612                  22.0          .0            .0                  .0
23.0                .0                    1.0948                .3541                  23.0          .0            .0                  .0
23.0                .087                  .8346                 .4027                  23.0          .0            .0                  .0
24.0                .0417                 .8897                 .1204                  24.0          .0            .0                  .0
21.0                .0                    1.1793                .2955                  21.0          .0            .0                  .0
21.0                .0                    1.0161                .2479                  21.0          .0            .0                  .0
25.0                .08                   .9224                 .2909                  25.0          .0            .0                  .0
21.0                .0476                 1.9367                -.2829                 21.0          .0            .0                  .0
22.0                .0455                 1.0431                .2292                  22.0          .0            .0                  .0
21.0                .1429                 1.2612                .9897                  21.0          .0            .0                  .0
23.0                .087                  1.6445                .0278                  23.0          .0            .0                  .0
22.0                .0909                 .8932                 .3599                  22.0          .0            .0                  .0
Server 0, get requests: 0
Server 1, get requests: 0
Server 2, get requests: 0

Thread 2
Throughput          Waiting time          Service time          Time to parse          Sets          Gets          Multi-gets          Misses
15.0                .1333                 .9527                 1.0713                 15.0          .0            .0                  .0
18.0                .1667                 .834                  .2925                  18.0          .0            .0                  .0
20.0                .15                   .879                  .1908                  20.0          .0            .0                  .0
23.0                .0435                 1.0265                .2582                  23.0          .0            .0                  .0
22.0                .1818                 1.2235                .2965                  22.0          .0            .0                  .0
20.0                .05                   .8391                 .316                   20.0          .0            .0                  .0
23.0                .0833                 .782                  .1143                  24.0          .0            .0                  .0
21.0                .1429                 .9205                 .3672                  20.0          .0            .0                  .0
23.0                .0435                 .8339                 .1846                  23.0          .0            .0                  .0
25.0                .04                   .7885                 .2536                  25.0          .0            .0                  .0
24.0                .0417                 1.2264                .1659                  24.0          .0            .0                  .0
21.0                .0476                 1.1096                .3427                  21.0          .0            .0                  .0
26.0                .0                    .8211                 .3689                  26.0          .0            .0                  .0
24.0                .0833                 .7429                 .1052                  24.0          .0            .0                  .0
25.0                .08                   .808                  .2745                  25.0          .0            .0                  .0
21.0                .0952                 .9081                 .208                   21.0          .0            .0                  .0
20.0                .05                   1.0118                .1593                  20.0          .0            .0                  .0
25.0                .04                   .7869                 .2334                  25.0          .0            .0                  .0
21.0                .0476                 .7836                 .1486                  21.0          .0            .0                  .0
23.0                .2609                 .8354                 .1806                  23.0          .0            .0                  .0
23.0                .0435                 .7912                 .4946                  23.0          .0            .0                  .0
17.0                .0                    .826                  .2034                  17.0          .0            .0                  .0
17.0                .0588                 .9444                 .1907                  17.0          .0            .0                  .0
18.0                .2222                 .7384                 .3666                  18.0          .0            .0                  .0
16.0                .0625                 .8466                 .4703                  16.0          .0            .0                  .0
19.0                .1053                 1.2154                .2286                  19.0          .0            .0                  .0
23.0                .087                  .8483                 .3269                  23.0          .0            .0                  .0
21.0                .0952                 .9194                 .3736                  21.0          .0            .0                  .0
24.0                .0833                 .9975                 .1632                  24.0          .0            .0                  .0
24.0                .0417                 .8376                 .2355                  24.0          .0            .0                  .0
22.0                .0909                 .9067                 .5617                  22.0          .0            .0                  .0
24.0                .0833                 1.0572                .1493                  24.0          .0            .0                  .0
19.0                .0                    2.1922                -.4138                 19.0          .0            .0                  .0
20.0                .05                   .8355                 .8475                  20.0          .0            .0                  .0
24.0                .2083                 1.1013                .184                   24.0          .0            .0                  .0
22.0                .0                    .9516                 .8938                  22.0          .0            .0                  .0
23.0                .0                    .8235                 .283                   23.0          .0            .0                  .0
22.0                .0                    .8272                 .2969                  22.0          .0            .0                  .0
25.0                .08                   .7903                 .3142                  25.0          .0            .0                  .0
26.0                .1538                 .7271                 .1993                  26.0          .0            .0                  .0
21.0                .1429                 1.1354                .3349                  21.0          .0            .0                  .0
21.0                .0476                 .8415                 .2975                  21.0          .0            .0                  .0
21.0                .1429                 1.1676                .472                   21.0          .0            .0                  .0
23.0                .0435                 1.4648                -.1421                 23.0          .0            .0                  .0
22.0                .1364                 .9591                 .0921                  22.0          .0            .0                  .0
25.0                .12                   .8517                 .281                   25.0          .0            .0                  .0
22.0                .1364                 1.3262                -.0231                 22.0          .0            .0                  .0
25.0                .0                    .713                  .1703                  25.0          .0            .0                  .0
26.0                .2692                 .8484                 .3279                  26.0          .0            .0                  .0
23.0                .1304                 1.1099                .167                   23.0          .0            .0                  .0
22.0                .0909                 .9684                 .265                   22.0          .0            .0                  .0
22.0                .0909                 .7977                 .14                    22.0          .0            .0                  .0
21.0                .1429                 .8376                 .3788                  21.0          .0            .0                  .0
23.0                .0                    .8009                 .2782                  23.0          .0            .0                  .0
23.0                .0435                 .9019                 .2797                  23.0          .0            .0                  .0
24.0                .0833                 1.1073                .472                   24.0          .0            .0                  .0
19.0                .1053                 .9819                 .5022                  19.0          .0            .0                  .0
19.0                .0526                 1.7502                -.2142                 19.0          .0            .0                  .0
18.0                .0556                 1.4869                -.0608                 18.0          .0            .0                  .0
23.0                .0435                 .9196                 .2447                  23.0          .0            .0                  .0
Server 0, get requests: 0
