
Thread 0
Throughput          Waiting time          Service time          Time to parse          Sets          Gets          Multi-gets          Misses
12.0                .3333                 1.3232                1.9873                 8.0           .0            4.0                 .0
14.0                .0                    3.7855                2.8516                 10.0          .0            4.0                 .0
17.0                .0                    1.6344                1.4334                 4.0           .0            13.0                .0
14.0                .0667                 2.712                 .5113                  10.0          .0            5.0                 .0
14.0                .0                    2.6652                1.6333                 6.0           .0            7.0                 .0
17.0                .0588                 2.5079                2.6905                 11.0          .0            6.0                 .0
15.0                .0667                 2.1145                1.6887                 9.0           .0            6.0                 .0
15.0                .1333                 2.9664                .7606                  7.0           .0            8.0                 .0
17.0                .0                    1.2938                1.6505                 8.0           .0            9.0                 .0
17.0                .1765                 3.3177                2.5998                 12.0          .0            5.0                 .0
15.0                .0667                 4.8988                .5976                  9.0           .0            6.0                 .0
12.0                .0                    3.5097                1.8397                 6.0           .0            6.0                 .0
16.0                .0625                 4.0036                1.9853                 11.0          .0            5.0                 .0
14.0                .0                    4.8072                .0986                  6.0           .0            8.0                 .0
14.0                .0                    2.6334                .3618                  5.0           .0            9.0                 .0
17.0                .0588                 2.3257                2.598                  6.0           .0            11.0                .0
14.0                .0                    3.3728                .2216                  5.0           .0            10.0                .0
16.0                .0625                 2.2176                1.8781                 8.0           .0            7.0                 .0
15.0                .1333                 4.588                 1.1432                 9.0           .0            6.0                 .0
16.0                .125                  2.5645                .5723                  8.0           .0            8.0                 .0
17.0                .0588                 3.6465                .9854                  11.0          .0            6.0                 .0
15.0                .0667                 2.385                 2.0775                 10.0          .0            5.0                 .0
15.0                .0                    4.1259                1.0333                 8.0           .0            7.0                 .0
16.0                .0                    2.1417                2.6966                 4.0           .0            12.0                .0
15.0                .0667                 3.2074                2.8255                 5.0           .0            10.0                .0
16.0                .0625                 1.8868                3.1727                 7.0           .0            9.0                 .0
17.0                .1176                 4.037                 1.6976                 12.0          .0            5.0                 .0
15.0                .1333                 4.0883                1.8102                 7.0           .0            8.0                 .0
16.0                .0625                 2.9154                1.4527                 6.0           .0            10.0                .0
15.0                .0625                 1.3169                2.2141                 10.0          .0            6.0                 .0
17.0                .0588                 2.4649                1.7991                 5.0           .0            11.0                .0
14.0                .2143                 4.1031                1.4725                 6.0           .0            8.0                 .0
16.0                .0                    1.2702                .4697                  5.0           .0            11.0                .0
17.0                .0588                 4.7874                4.4544                 9.0           .0            8.0                 .0
18.0                .0556                 2.6761                2.4632                 5.0           .0            13.0                .0
14.0                .0                    2.8459                1.855                  7.0           .0            7.0                 .0
15.0                .0667                 4.5617                .914                   8.0           .0            7.0                 .0
15.0                .0                    3.4906                .5228                  8.0           .0            7.0                 .0
17.0                .0                    3.6294                2.9912                 7.0           .0            10.0                .0
18.0                .0                    2.7123                .8802                  8.0           .0            10.0                .0
14.0                .0                    2.9671                1.3847                 5.0           .0            9.0                 .0
16.0                .0                    2.9377                1.4767                 5.0           .0            11.0                .0
14.0                .0                    2.3552                2.5197                 4.0           .0            10.0                .0
18.0                .0556                 3.249                 2.2844                 8.0           .0            10.0                .0
16.0                .0625                 3.6326                1.6016                 8.0           .0            8.0                 .0
16.0                .0                    3.4149                2.4855                 7.0           .0            9.0                 .0
15.0                .0667                 3.8207                1.4123                 9.0           .0            6.0                 .0
13.0                .0769                 4.6003                .162                   8.0           .0            5.0                 .0
15.0                .1333                 1.5558                1.7961                 7.0           .0            8.0                 .0
14.0                .0714                 3.7645                1.2191                 9.0           .0            5.0                 .0
17.0                .1176                 2.8701                1.5138                 9.0           .0            8.0                 .0
15.0                .0                    4.3832                .7883                  8.0           .0            7.0                 .0
17.0                .0                    3.2466                .1589                  7.0           .0            10.0                .0
18.0                .1111                 3.241                 1.254                  7.0           .0            11.0                .0
13.0                .0                    4.7937                2.4705                 8.0           .0            5.0                 .0
15.0                .0667                 3.1477                .7284                  6.0           .0            9.0                 .0
15.0                .0                    3.6106                2.2842                 5.0           .0            10.0                .0
16.0                .1875                 2.9165                -.3674                 8.0           .0            8.0                 .0
15.0                .0667                 5.0281                2.0077                 9.0           .0            6.0                 .0
16.0                .0625                 2.1901                2.4142                 9.0           .0            7.0                 .0
Server 0, get requests: 162
Server 1, get requests: 164
Server 2, get requests: 149

Thread 1
Throughput          Waiting time          Service time          Time to parse          Sets          Gets          Multi-gets          Misses
12.0                .0833                 2.3136                1.8978                 9.0           .0            3.0                 .0
14.0                .1429                 1.747                 1.3717                 5.0           .0            9.0                 .0
15.0                .1333                 3.7172                1.871                  7.0           .0            8.0                 .0
18.0                .1667                 3.2271                1.7538                 11.0          .0            7.0                 .0
16.0                .0625                 2.0304                1.5468                 6.0           .0            10.0                .0
16.0                .0                    3.9457                2.2007                 9.0           .0            7.0                 .0
15.0                .1333                 3.3528                1.2165                 8.0           .0            7.0                 .0
16.0                .0625                 2.2713                2.8292                 8.0           .0            8.0                 .0
19.0                .0526                 3.4869                .972                   8.0           .0            11.0                .0
15.0                .0                    2.3223                2.6663                 5.0           .0            11.0                .0
17.0                .0                    3.1232                1.2545                 10.0          .0            6.0                 .0
16.0                .125                  3.8671                .9582                  9.0           .0            7.0                 .0
15.0                .0625                 3.4511                2.5513                 8.0           .0            8.0                 .0
15.0                .4                    4.3245                3.9648                 7.0           .0            7.0                 .0
17.0                .0                    2.6075                1.5428                 10.0          .0            7.0                 .0
16.0                .0                    3.8438                1.2426                 7.0           .0            9.0                 .0
15.0                .0667                 3.7648                1.8333                 6.0           .0            9.0                 .0
16.0                .0                    4.732                 .4229                  10.0          .0            6.0                 .0
15.0                .0667                 2.8339                .5019                  11.0          .0            4.0                 .0
16.0                .0625                 1.4475                1.7976                 5.0           .0            11.0                .0
14.0                .0714                 2.7553                2.0528                 7.0           .0            7.0                 .0
16.0                .125                  3.5135                3.0931                 7.0           .0            9.0                 .0
16.0                .0                    3.7179                1.3466                 6.0           .0            10.0                .0
16.0                .0                    3.3851                .624                   12.0          .0            4.0                 .0
13.0                .0                    2.8647                .7463                  5.0           .0            9.0                 .0
15.0                .0667                 5.6581                .9807                  12.0          .0            2.0                 .0
17.0                .0                    2.7576                .9882                  8.0           .0            9.0                 .0
18.0                .0                    2.2235                1.7314                 10.0          .0            8.0                 .0
14.0                .0                    4.4065                1.8261                 8.0           .0            6.0                 .0
18.0                .0556                 2.6747                2.1191                 9.0           .0            9.0                 .0
15.0                .0667                 4.5761                .9871                  10.0          .0            5.0                 .0
15.0                .1333                 4.4968                .55                    8.0           .0            7.0                 .0
14.0                .2143                 4.5429                1.4891                 5.0           .0            9.0                 .0
13.0                .0769                 4.4767                2.452                  8.0           .0            5.0                 .0
15.0                .0667                 4.6725                2.5005                 7.0           .0            8.0                 .0
17.0                .1176                 4.4771                1.5812                 12.0          .0            5.0                 .0
