
Thread 0
Throughput          Waiting time          Service time          Time to parse          Sets          Gets          Multi-gets          Misses
23.0                .1739                 1.1636                .8238                  11.0          .0            12.0                .0
33.0                .3939                 1.9441                .0529                  18.0          .0            15.0                .0
33.0                .0303                 1.3482                .6226                  21.0          .0            12.0                .0
36.0                .0833                 1.3641                .3873                  17.0          .0            19.0                .0
36.0                .0278                 1.1928                .3547                  21.0          .0            15.0                .0
36.0                .0556                 1.0341                .3767                  21.0          .0            15.0                .0
40.0                .075                  1.4013                .274                   16.0          .0            24.0                .0
33.0                .0                    1.7007                -.1001                 14.0          .0            19.0                .0
29.0                .0345                 2.3054                .1007                  17.0          .0            12.0                .0
29.0                .0333                 1.0646                .3271                  16.0          .0            14.0                .0
32.0                .0625                 2.29                  .1279                  18.0          .0            13.0                .0
27.0                .037                  1.4354                .8781                  14.0          .0            13.0                .0
37.0                .027                  .9707                 .4507                  18.0          .0            19.0                .0
31.0                .0968                 1.2321                .4778                  19.0          .0            12.0                .0
39.0                .1282                 .9859                 .3701                  20.0          .0            19.0                .0
35.0                .0571                 .9552                 .45                    22.0          .0            13.0                .0
43.0                .0465                 1.18                  .4575                  19.0          .0            24.0                .0
41.0                .0488                 .9548                 .4553                  23.0          .0            18.0                .0
36.0                .1111                 .9265                 .3076                  19.0          .0            17.0                .0
34.0                .0294                 .9134                 .3385                  17.0          .0            18.0                .0
37.0                .0811                 1.0268                .2696                  13.0          .0            23.0                .0
30.0                .1                    1.5317                .5945                  14.0          .0            16.0                .0
36.0                .3889                 1.5163                .3977                  17.0          .0            19.0                .0
34.0                .0882                 1.1461                .4425                  19.0          .0            15.0                .0
33.0                .0                    1.3112                .5627                  21.0          .0            12.0                .0
31.0                .129                  1.0277                .3678                  15.0          .0            16.0                .0
41.0                .2439                 1.2871                .1966                  25.0          .0            16.0                .0
36.0                .0278                 1.0268                .477                   16.0          .0            20.0                .0
32.0                .0625                 1.4186                .2278                  15.0          .0            17.0                .0
35.0                .0571                 .9646                 .3478                  15.0          .0            20.0                .0
36.0                .1111                 1.3351                .3645                  21.0          .0            15.0                .0
36.0                .0278                 1.0344                .3652                  21.0          .0            15.0                .0
36.0                .1389                 1.1607                .3603                  19.0          .0            17.0                .0
38.0                .0526                 1.1123                .5169                  17.0          .0            21.0                .0
37.0                .0811                 1.3132                .5807                  17.0          .0            20.0                .0
33.0                .1515                 1.2551                .3006                  16.0          .0            17.0                .0
39.0                .0513                 1.0187                .4015                  18.0          .0            21.0                .0
36.0                .1389                 1.0693                .1778                  21.0          .0            15.0                .0
36.0                .1111                 1.404                 .0542                  20.0          .0            16.0                .0
33.0                .0303                 1.0398                .4895                  16.0          .0            17.0                .0
39.0                .0256                 1.8634                .0167                  23.0          .0            16.0                .0
30.0                .0333                 1.2844                .4864                  16.0          .0            14.0                .0
36.0                .0278                 1.1315                .6399                  18.0          .0            18.0                .0
33.0                .1471                 1.354                 .612                   19.0          .0            15.0                .0
30.0                .1333                 1.134                 .5469                  14.0          .0            15.0                .0
35.0                .0286                 .8845                 .2524                  15.0          .0            20.0                .0
36.0                .0278                 1.3893                .7422                  21.0          .0            15.0                .0
35.0                .1714                 1.1849                .5999                  18.0          .0            17.0                .0
37.0                .027                  1.1395                .3755                  16.0          .0            21.0                .0
39.0                .0                    1.144                 .5258                  18.0          .0            21.0                .0
42.0                .119                  1.0244                .4134                  24.0          .0            18.0                .0
38.0                .0263                 .9294                 .2107                  22.0          .0            16.0                .0
34.0                .0294                 .9827                 .3828                  18.0          .0            16.0                .0
36.0                .0556                 .9248                 .5615                  22.0          .0            14.0                .0
36.0                .0833                 1.1889                .3134                  23.0          .0            13.0                .0
41.0                .0488                 1.0009                .5303                  18.0          .0            23.0                .0
36.0                .0278                 .9672                 .3119                  18.0          .0            18.0                .0
38.0                .0513                 1.3634                .3518                  17.0          .0            22.0                .0
31.0                .0645                 1.1709                .5217                  18.0          .0            12.0                .0
34.0                .1714                 1.0259                .3529                  15.0          .0            20.0                .0
1.0                 .0                    1.2521                .0575                  .0            .0            .0                  .0
Server 0, get requests: 326
Server 1, get requests: 362
Server 2, get requests: 327

Thread 1
Throughput          Waiting time          Service time          Time to parse          Sets          Gets          Multi-gets          Misses
20.0                .2                    1.7333                .7192                  8.0           .0            12.0                .0
33.0                .0                    1.9742                .5082                  17.0          .0            16.0                .0
28.0                .1071                 1.0373                .6269                  16.0          .0            12.0                .0
36.0                .1389                 1.2584                .4316                  19.0          .0            17.0                .0
35.0                .0                    .9069                 .332                   16.0          .0            19.0                .0
35.0                .0857                 1.61                  -.0605                 16.0          .0            19.0                .0
36.0                .0                    1.0642                .3723                  15.0          .0            21.0                .0
36.0                .0556                 .8856                 .3576                  19.0          .0            17.0                .0
29.0                .069                  1.5423                1.2032                 16.0          .0            13.0                .0
35.0                .0571                 2.0616                -.0256                 17.0          .0            18.0                .0
28.0                .0357                 1.2733                .7816                  13.0          .0            15.0                .0
32.0                .0625                 1.3232                .8279                  16.0          .0            16.0                .0
31.0                .129                  1.2779                .4475                  9.0           .0            22.0                .0
30.0                .0                    1.8302                .0674                  15.0          .0            16.0                .0
43.0                .1395                 .9699                 .3524                  17.0          .0            25.0                .0
40.0                .175                  .9286                 .3357                  19.0          .0            21.0                .0
42.0                .0238                 1.0954                .5695                  24.0          .0            18.0                .0
37.0                .027                  1.1536                .3664                  14.0          .0            23.0                .0
41.0                .0732                 .8591                 .2872                  25.0          .0            16.0                .0
35.0                .0571                 .961                  .4669                  18.0          .0            17.0                .0
41.0                .0244                 1.0913                .3374                  21.0          .0            20.0                .0
28.0                .0                    1.098                 .4449                  14.0          .0            14.0                .0
33.0                .0303                 1.1294                .3983                  20.0          .0            13.0                .0
33.0                .0606                 1.19                  .4377                  11.0          .0            22.0                .0
33.0                .0588                 1.1849                .4362                  16.0          .0            18.0                .0
33.0                .0909                 .9954                 .5438                  13.0          .0            19.0                .0
39.0                .0513                 1.0267                .5456                  17.0          .0            22.0                .0
41.0                .0488                 1.2098                .3451                  19.0          .0            22.0                .0
33.0                .0303                 1.0753                .9328                  22.0          .0            11.0                .0
43.0                .0698                 1.4381                .0377                  24.0          .0            19.0                .0
35.0                .1714                 1.1954                .4855                  23.0          .0            12.0                .0
38.0                .0789                 1.3158                .4479                  24.0          .0            14.0                .0
34.0                .1765                 .9973                 .4986                  16.0          .0            18.0                .0
34.0                .0588                 .9755                 .3828                  18.0          .0            16.0                .0
38.0                .0263                 .98                   .4351                  15.0          .0            23.0                .0
36.0                .2162                 .9462                 .3433                  14.0          .0            23.0                .0
35.0                .0833                 1.1579                .3478                  20.0          .0            15.0                .0
36.0                .0                    .9487                 .389                   17.0          .0            18.0                .0
30.0                .0667                 1.2566                .7304                  14.0          .0            16.0                .0
32.0                .0                    1.0857                .4457                  16.0          .0            16.0                .0
33.0                .1212                 1.4073                .4347                  20.0          .0            13.0                .0
35.0                .1429                 1.4955                .3545                  13.0          .0            22.0                .0
40.0                .1                    1.0864                .5191                  21.0          .0            19.0                .0
32.0                .0625                 1.6388                .4394                  15.0          .0            17.0                .0
35.0                .1714                 1.2151                .4207                  22.0          .0            13.0                .0
40.0                .0732                 1.0622                .5058                  14.0          .0            27.0                .0
34.0                .0588                 1.0392                .3971                  16.0          .0            17.0                .0
38.0                .1053                 1.2302                .4437                  20.0          .0            18.0                .0
38.0                .0789                 1.1302                .3097                  24.0          .0            14.0                .0
36.0                .0278                 .949                  .4126                  19.0          .0            17.0                .0
40.0                .2                    1.0637                .3735                  23.0          .0            17.0                .0
37.0                .1622                 .825                  .3479                  16.0          .0            21.0                .0
33.0                .0606                 1.0763                .6293                  15.0          .0            18.0                .0
43.0                .0698                 1.0443                .3517                  19.0          .0            24.0                .0
34.0                .0882                 .9695                 .3699                  15.0          .0            19.0                .0
36.0                .0278                 .9406                 .5742                  15.0          .0            21.0                .0
40.0                .275                  1.1184                .3374                  23.0          .0            17.0                .0
40.0                .275                  1.1909                .3766                  24.0          .0            16.0                .0
41.0                .122                  1.3261                .2666                  15.0          .0            26.0                .0
32.0                .0938                 1.1419                .1784                  14.0          .0            18.0                .0
Server 0, get requests: 352
Server 1, get requests: 358
Server 2, get requests: 368

Thread 2
Throughput          Waiting time          Service time          Time to parse          Sets          Gets          Multi-gets          Misses
22.0                .1364                 1.1812                .851                   11.0          .0            11.0                .0
36.0                .0                    1.5337                .1848                  17.0          .0            19.0                .0
33.0                .1212                 1.1754                .7626                  21.0          .0            12.0                .0
36.0                .1111                 .9176                 .3253                  8.0           .0            28.0                .0
39.0                .0513                 .9356                 .553                   26.0          .0            13.0                .0
35.0                .0                    .9609                 .329                   15.0          .0            20.0                .0
45.0                .1556                 1.0857                .4379                  26.0          .0            19.0                .0
42.0                .0476                 1.0184                .3996                  25.0          .0            17.0                .0
29.0                .1379                 .8458                 .3322                  15.0          .0            14.0                .0
30.0                .0667                 1.3231                .2517                  16.0          .0            14.0                .0
36.0                .1944                 .857                  .409                   20.0          .0            16.0                .0
32.0                .0                    1.0593                .5981                  16.0          .0            16.0                .0
31.0                .0                    1.0348                .3956                  15.0          .0            17.0                .0
30.0                .0333                 .9329                 .3356                  13.0          .0            16.0                .0
41.0                .1463                 1.1231                .2104                  24.0          .0            17.0                .0
37.0                .0                    .9023                 .341                   19.0          .0            18.0                .0
42.0                .0952                 1.1179                .3919                  23.0          .0            19.0                .0
43.0                .1395                 1.1004                .4482                  23.0          .0            20.0                .0
34.0                .1176                 1.082                 .3754                  15.0          .0            19.0                .0
34.0                .0882                 .9614                 .2911                  16.0          .0            18.0                .0
38.0                .0263                 .9024                 .3985                  21.0          .0            17.0                .0
32.0                .0312                 1.3354                .5196                  20.0          .0            12.0                .0
35.0                .0857                 1.4204                .4946                  17.0          .0            18.0                .0
35.0                .0571                 1.0724                .6035                  19.0          .0            16.0                .0
35.0                .0286                 1.1128                .3726                  13.0          .0            22.0                .0
37.0                .1622                 1.3508                .2735                  13.0          .0            24.0                .0
43.0                .1136                 1.0761                .4747                  20.0          .0            24.0                .0
38.0                .1053                 .9032                 .378                   16.0          .0            21.0                .0
39.0                .0513                 2.0931                .4716                  26.0          .0            13.0                .0
36.0                .0278                 1.0638                .557                   17.0          .0            19.0                .0
33.0                .0606                 .9986                 .3409                  15.0          .0            18.0                .0
38.0                .0526                 .8784                 .4159                  21.0          .0            17.0                .0
39.0                .0513                 .9653                 .427                   14.0          .0            25.0                .0
38.0                .0526                 1.1351                .3507                  17.0          .0            21.0                .0
43.0                .0465                 .9476                 .4487                  22.0          .0            21.0                .0
39.0                .175                  1.1124                .412                   16.0          .0            24.0                .0
38.0                .0263                 1.0352                .325                   18.0          .0            19.0                .0
35.0                .0857                 1.4816                .0944                  14.0          .0            21.0                .0
33.0                .1471                 1.2223                .4812                  25.0          .0            9.0                 .0
35.0                .0571                 1.4642                .5038                  15.0          .0            19.0                .0
34.0                .1176                 1.2875                .4089                  13.0          .0            21.0                .0
29.0                .1                    1.1162                .3223                  11.0          .0            19.0                .0
35.0                .0286                 1.0264                .4343                  18.0          .0            16.0                .0
32.0                .0312                 1.5808                .2394                  17.0          .0            15.0                .0
33.0                .0303                 1.2446                .4274                  18.0          .0            15.0                .0
43.0                .0233                 .9067                 .2566                  24.0          .0            19.0                .0
34.0                .0294                 1.0699                .5523                  17.0          .0            17.0                .0
32.0                .0938                 .9895                 .4497                  17.0          .0            15.0                .0
35.0                .0                    1.0288                .361                   18.0          .0            17.0                .0
38.0                .0789                 .8553                 .486                   19.0          .0            19.0                .0
41.0                .0488                 .8407                 .4011                  19.0          .0            22.0                .0
34.0                .0882                 1.3064                .2879                  16.0          .0            18.0                .0
43.0                .0465                 1.1505                .334                   22.0          .0            21.0                .0
33.0                .0294                 1.0556                .443                   20.0          .0            14.0                .0
39.0                .0256                 1.067                 .2366                  19.0          .0            19.0                .0
38.0                .0263                 .9923                 .3624                  19.0          .0            19.0                .0
36.0                .0833                 1.0329                .4417                  21.0          .0            15.0                .0
37.0                .0541                 1.0548                .5608                  24.0          .0            13.0                .0
35.0                .0286                 1.1397                .6547                  14.0          .0            21.0                .0
30.0                .1333                 1.2038                .2131                  17.0          .0            13.0                .0
Server 0, get requests: 366
Server 1, get requests: 343
Server 2, get requests: 362

Thread 3
Throughput          Waiting time          Service time          Time to parse          Sets          Gets          Multi-gets          Misses
22.0                .0909                 1.3337                1.4093                 11.0          .0            11.0                .0
29.0                .0345                 .9543                 .576                   17.0          .0            12.0                .0
34.0                .0882                 1.252                 .0782                  17.0          .0            17.0                .0
35.0                .0286                 1.2175                .213                   15.0          .0            20.0                .0
39.0                .0256                 1.0009                .3402                  15.0          .0            24.0                .0
33.0                .0606                 1.031                 .4706                  16.0          .0            17.0                .0
36.0                .0                    1.4501                .4006                  12.0          .0            24.0                .0
41.0                .122                  .9544                 .2503                  22.0          .0            19.0                .0
30.0                .1333                 1.1032                .2474                  15.0          .0            15.0                .0
31.0                .0323                 3.3313                -.0652                 12.0          .0            19.0                .0
37.0                .027                  .8959                 .3934                  18.0          .0            19.0                .0
28.0                .0                    1.0398                .4212                  14.0          .0            14.0                .0
33.0                .0303                 1.0924                .3004                  13.0          .0            20.0                .0
34.0                .1765                 3.423                 .3383                  22.0          .0            12.0                .0
32.0                .0938                 .9989                 .6413                  8.0           .0            24.0                .0
38.0                .0263                 .9334                 .4002                  22.0          .0            16.0                .0
39.0                .1282                 1.1958                .2896                  22.0          .0            17.0                .0
42.0                .0238                 1.1024                .5199                  20.0          .0            22.0                .0
37.0                .0541                 .8504                 .3791                  16.0          .0            21.0                .0
37.0                .2162                 .9695                 .2984                  14.0          .0            23.0                .0
34.0                .0882                 .9976                 .4577                  21.0          .0            13.0                .0
34.0                .1765                 1.2143                .5874                  15.0          .0            19.0                .0
33.0                .0303                 1.2536                .3351                  15.0          .0            18.0                .0
32.0                .0                    .9729                 .323                   16.0          .0            16.0                .0
31.0                .0968                 1.3342                .3446                  17.0          .0            14.0                .0
35.0                .0278                 1.1965                .6493                  21.0          .0            15.0                .0
41.0                .1463                 1.4254                .1265                  20.0          .0            20.0                .0
40.0                .15                   .9079                 .5171                  23.0          .0            17.0                .0
31.0                .0645                 1.2991                .5438                  17.0          .0            14.0                .0
38.0                .0789                 .945                  .3752                  16.0          .0            22.0                .0
38.0                .1053                 1.4551                .2254                  14.0          .0            24.0                .0
34.0                .0                    .8901                 .5507                  16.0          .0            18.0                .0
34.0                .0294                 .9765                 .9758                  19.0          .0            15.0                .0
37.0                .0811                 1.5207                .0722                  16.0          .0            21.0                .0
36.0                .0278                 .9682                 .5526                  19.0          .0            17.0                .0
38.0                .1053                 1.0023                .4489                  19.0          .0            19.0                .0
34.0                .1765                 .9599                 .3518                  15.0          .0            19.0                .0
35.0                .1429                 1.3898                .2182                  20.0          .0            15.0                .0
33.0                .0606                 1.3757                .5639                  15.0          .0            18.0                .0
35.0                .1143                 1.1339                .5658                  24.0          .0            11.0                .0
32.0                .0312                 1.389                 .3039                  16.0          .0            16.0                .0
29.0                .1724                 1.1123                .503                   16.0          .0            13.0                .0
32.0                .0312                 .8531                 .4466                  17.0          .0            15.0                .0
36.0                .1111                 1.0488                .3796                  14.0          .0            22.0                .0
37.0                .1351                 1.2051                .2384                  22.0          .0            15.0                .0
37.0                .0                    .9279                 .2943                  17.0          .0            20.0                .0
39.0                .0769                 1.2893                .211                   16.0          .0            23.0                .0
31.0                .0968                 .9871                 .5206                  12.0          .0            19.0                .0
36.0                .0278                 1.1001                .3488                  21.0          .0            15.0                .0
37.0                .1081                 .9647                 .3429                  19.0          .0            18.0                .0
39.0                .0769                 1.0072                .3464                  19.0          .0            20.0                .0
37.0                .0541                 1.1944                .2365                  18.0          .0            19.0                .0
39.0                .0513                 1.221                 .2034                  20.0          .0            19.0                .0
37.0                .1081                 1.1255                .513                   12.0          .0            25.0                .0
35.0                .0857                 1.3275                .3634                  19.0          .0            16.0                .0
38.0                .0526                 .8851                 .3926                  20.0          .0            18.0                .0
35.0                .0286                 .8566                 .2516                  18.0          .0            17.0                .0
34.0                .0588                 1.1078                .394                   14.0          .0            20.0                .0
39.0                .075                  .9489                 .4818                  20.0          .0            20.0                .0
30.0                .0333                 1.0186                .2396                  12.0          .0            17.0                .0
Server 0, get requests: 374
Server 1, get requests: 354
Server 2, get requests: 350

Thread 4
Throughput          Waiting time          Service time          Time to parse          Sets          Gets          Multi-gets          Misses
23.0                .1304                 1.1167                .9512                  10.0          .0            13.0                .0
28.0                .0                    1.0838                .3437                  4.0           .0            24.0                .0
30.0                .0                    1.1418                .4525                  17.0          .0            13.0                .0
30.0                .0323                 1.4727                .7492                  18.0          .0            13.0                .0
39.0                .1026                 .9735                 .5186                  16.0          .0            22.0                .0
37.0                .1351                 .9091                 .4118                  18.0          .0            19.0                .0
38.0                .0526                 1.1545                .2545                  17.0          .0            21.0                .0
42.0                .0476                 .9077                 .4518                  24.0          .0            18.0                .0
27.0                .1111                 3.6321                -.8606                 16.0          .0            11.0                .0
30.0                .0667                 1.0645                .469                   18.0          .0            12.0                .0
27.0                .0741                 2.6748                .6877                  10.0          .0            17.0                .0
30.0                .0667                 1.5676                .8585                  16.0          .0            14.0                .0
30.0                .1                    1.5864                .9809                  19.0          .0            11.0                .0
29.0                .069                  .9471                 .4757                  17.0          .0            12.0                .0
34.0                .0                    1.1563                .2923                  16.0          .0            18.0                .0
37.0                .0811                 1.0242                .3507                  11.0          .0            26.0                .0
39.0                .1538                 1.1692                .2451                  14.0          .0            25.0                .0
36.0                .0833                 1.0172                .4182                  23.0          .0            13.0                .0
42.0                .1429                 1.1917                .4278                  23.0          .0            19.0                .0
36.0                .0278                 .8949                 .4838                  17.0          .0            19.0                .0
37.0                .0541                 .9717                 .3771                  15.0          .0            22.0                .0
34.0                .0                    .8491                 .3288                  11.0          .0            23.0                .0
34.0                .0882                 1.2016                .4701                  20.0          .0            14.0                .0
33.0                .0                    .8201                 .3268                  17.0          .0            16.0                .0
32.0                .1875                 1.2563                .4302                  15.0          .0            17.0                .0
39.0                .1282                 1.0509                .4766                  23.0          .0            16.0                .0
41.0                .0952                 1.0707                .3803                  23.0          .0            19.0                .0
36.0                .0                    .9243                 .205                   24.0          .0            11.0                .0
34.0                .0588                 1.0112                .3012                  14.0          .0            20.0                .0
35.0                .1143                 1.0795                .2749                  16.0          .0            19.0                .0
36.0                .1111                 1.2514                .538                   13.0          .0            23.0                .0
37.0                .1892                 1.2523                .1493                  16.0          .0            21.0                .0
37.0                .0541                 .8863                 .3585                  13.0          .0            24.0                .0
42.0                .0952                 1.0998                .4547                  19.0          .0            23.0                .0
38.0                .0789                 1.208                 .3417                  16.0          .0            22.0                .0
36.0                .0556                 .8616                 .2847                  23.0          .0            13.0                .0
40.0                .025                  .9909                 .3066                  20.0          .0            20.0                .0
39.0                .1282                 1.0198                .3668                  19.0          .0            20.0                .0
32.0                .0938                 1.3992                .4008                  15.0          .0            17.0                .0
36.0                .1667                 1.4063                .2474                  23.0          .0            13.0                .0
37.0                .1081                 1.081                 .4485                  16.0          .0            21.0                .0
32.0                .0                    1.7589                .1514                  13.0          .0            19.0                .0
35.0                .0571                 1.0345                .3626                  15.0          .0            20.0                .0
31.0                .0                    1.1137                .4141                  16.0          .0            15.0                .0
39.0                .0513                 .9566                 .5717                  18.0          .0            21.0                .0
38.0                .0526                 1.1485                .4029                  22.0          .0            16.0                .0
34.0                .1176                 1.5149                .4227                  13.0          .0            21.0                .0
32.0                .0312                 1.1341                .5879                  19.0          .0            13.0                .0
36.0                .0278                 1.0712                .3971                  20.0          .0            16.0                .0
42.0                .0714                 .8951                 .5097                  18.0          .0            24.0                .0
40.0                .075                  1.0035                .3173                  16.0          .0            24.0                .0
38.0                .0263                 1.1304                .4388                  20.0          .0            18.0                .0
