
Thread 0
Throughput          Waiting time          Service time          Time to parse          Sets          Gets          Multi-gets          Misses
379.0               17.4                  1.6998                .2256                  .0            380.0         .0                  .0
487.0               18.4488               1.892                 .134                   .0            487.0         .0                  .0
532.0               18.7261               1.7527                .1221                  .0            532.0         .0                  .0
564.0               17.3062               1.5968                .1598                  .0            564.0         .0                  .0
556.0               18.702                1.6071                .1824                  .0            556.0         .0                  .0
497.0               17.1466               1.8873                .1242                  .0            497.0         .0                  .0
667.0               16.5359               1.3898                .1101                  .0            667.0         .0                  17.0
603.0               17.357                1.5812                .0697                  .0            604.0         .0                  .0
543.0               17.8085               1.715                 .1118                  .0            542.0         .0                  .0
575.0               18.5573               1.6158                .1173                  .0            575.0         .0                  .0
593.0               18.1212               1.5639                .1168                  .0            593.0         .0                  .0
607.0               17.2632               1.553                 .0861                  .0            607.0         .0                  .0
581.0               17.8265               1.6402                .0787                  .0            581.0         .0                  .0
558.0               18.1771               1.6565                .1289                  .0            558.0         .0                  .0
575.0               18.4965               1.5742                .1556                  .0            575.0         .0                  .0
547.0               18.4672               1.6716                .1496                  .0            547.0         .0                  .0
581.0               18.5172               1.521                 .1913                  .0            581.0         .0                  .0
558.0               18.2057               1.6137                .1719                  .0            558.0         .0                  .0
586.0               17.7768               1.5988                .1128                  .0            586.0         .0                  .0
551.0               19.0018               1.6781                .1133                  .0            551.0         .0                  .0
558.0               18.4186               1.6918                .1024                  .0            558.0         .0                  9.0
580.0               18.2358               1.623                 .0924                  .0            580.0         .0                  3.0
599.0               17.6883               1.5597                .1095                  .0            599.0         .0                  8.0
543.0               17.9651               1.6232                .207                   .0            543.0         .0                  .0
576.0               18.5009               1.5702                .1598                  .0            576.0         .0                  .0
601.0               17.8937               1.5583                .0974                  .0            601.0         .0                  9.0
566.0               17.7866               1.5985                .1638                  .0            566.0         .0                  .0
570.0               17.9405               1.6026                .157                   .0            570.0         .0                  .0
583.0               18.3973               1.5453                .1562                  .0            583.0         .0                  .0
553.0               18.0993               1.6863                .1077                  .0            553.0         .0                  8.0
560.0               17.8307               1.5975                .1811                  .0            560.0         .0                  15.0
570.0               18.317                1.6145                .1291                  .0            570.0         .0                  .0
628.0               16.3275               1.487                 .1113                  .0            628.0         .0                  .0
631.0               17.1646               1.4936                .087                   .0            631.0         .0                  .0
571.0               18.1276               1.663                 .0854                  .0            571.0         .0                  .0
630.0               17.2044               1.4706                .1067                  .0            630.0         .0                  .0
576.0               17.7747               1.5896                .1507                  .0            576.0         .0                  16.0
602.0               17.8773               1.5521                .1019                  .0            602.0         .0                  16.0
552.0               18.6166               1.6107                .1925                  .0            552.0         .0                  9.0
538.0               18.2096               1.6327                .2222                  .0            538.0         .0                  6.0
583.0               18.4195               1.578                 .1339                  .0            583.0         .0                  8.0
528.0               18.5803               1.7251                .1643                  .0            528.0         .0                  2.0
558.0               18.3936               1.627                 -.6552                 .0            559.0         .0                  .0
555.0               18.1225               1.6902                .1077                  .0            554.0         .0                  .0
575.0               18.2309               1.613                 .12                    .0            575.0         .0                  .0
583.0               18.4658               1.5607                .1484                  .0            583.0         .0                  .0
542.0               18.4917               1.6193                .2171                  .0            542.0         .0                  11.0
582.0               18.036                1.584                 .1283                  .0            582.0         .0                  .0
620.0               17.2625               1.5061                .0965                  .0            620.0         .0                  .0
599.0               17.965                1.5383                .1292                  .0            599.0         .0                  .0
584.0               17.9197               1.5931                .1063                  .0            584.0         .0                  .0
554.0               18.1441               1.6981                .107                   .0            554.0         .0                  .0
542.0               18.5691               1.7053                .1439                  .0            542.0         .0                  1.0
535.0               18.9907               1.6732                .1902                  .0            535.0         .0                  10.0
565.0               18.7739               1.6588                .1045                  .0            565.0         .0                  3.0
567.0               19.2095               1.5534                .2022                  .0            567.0         .0                  .0
549.0               19.1055               1.6738                .1417                  .0            549.0         .0                  .0
572.0               18.5689               1.6521                .09                    .0            572.0         .0                  .0
550.0               18.2849               1.6966                .1162                  .0            550.0         .0                  2.0
510.0               18.9276               1.8696                .0852                  .0            510.0         .0                  15.0
149.0               4.255                 1.5144                .1359                  .0            148.0         .0                  1.0
Server 0, get requests: 11414
Server 1, get requests: 11276
Server 2, get requests: 11439

Thread 1
