
Thread 0
Throughput          Waiting time          Service time          Time to parse          Sets          Gets          Multi-gets          Misses
15.0                .0                    2.495                 -.0564                 11.0          .0            5.0                 .0
25.0                .08                   1.1938                1.0873                 18.0          .0            6.0                 .0
20.0                .0                    2.228                 .8971                  9.0           .0            11.0                .0
25.0                .08                   1.4612                1.8787                 12.0          .0            13.0                .0
25.0                .08                   1.7157                .9903                  10.0          .0            15.0                .0
23.0                .0                    2.6562                .7518                  11.0          .0            12.0                .0
27.0                .1111                 1.9558                .4169                  14.0          .0            13.0                .0
23.0                .0                    1.8252                2.0162                 11.0          .0            12.0                .0
21.0                .0952                 2.259                 .8831                  14.0          .0            7.0                 .0
21.0                .0952                 2.0904                1.4465                 11.0          .0            10.0                .0
25.0                .04                   1.8115                1.6979                 15.0          .0            10.0                .0
21.0                .0                    1.3471                .7617                  9.0           .0            12.0                .0
22.0                .0909                 1.55                  .6521                  11.0          .0            11.0                .0
25.0                .16                   2.2483                1.528                  8.0           .0            17.0                .0
24.0                .0417                 1.9259                .8324                  19.0          .0            5.0                 .0
23.0                .0435                 1.1483                1.7822                 10.0          .0            13.0                .0
20.0                .0                    1.2932                .8914                  10.0          .0            11.0                .0
22.0                .0455                 2.849                 1.6285                 9.0           .0            12.0                .0
19.0                .0                    1.1315                .5111                  10.0          .0            9.0                 .0
22.0                .0909                 1.2244                .7197                  8.0           .0            14.0                .0
23.0                .087                  1.6823                .9797                  12.0          .0            11.0                .0
24.0                .0                    1.3579                .8782                  18.0          .0            6.0                 .0
24.0                .125                  1.3326                1.0098                 10.0          .0            14.0                .0
23.0                .087                  1.4219                2.9082                 10.0          .0            13.0                .0
21.0                .0476                 1.523                 1.3734                 12.0          .0            9.0                 .0
20.0                .05                   1.328                 1.1377                 13.0          .0            7.0                 .0
27.0                .037                  1.4771                .6071                  14.0          .0            13.0                .0
23.0                .087                  1.7732                1.1163                 9.0           .0            14.0                .0
23.0                .0                    2.1317                1.6465                 12.0          .0            11.0                .0
