
Thread 0
Throughput          Waiting time          Service time          Time to parse          Sets          Gets          Multi-gets          Misses
410.0               8.0608                1.5248                .1136                  411.0         .0            .0                  .0
691.0               15.9509               1.3528                .0307                  691.0         .0            .0                  .0
620.0               17.2754               1.5249                .0331                  620.0         .0            .0                  .0
656.0               15.8904               1.4407                .0259                  656.0         .0            .0                  .0
625.0               16.5048               1.5303                .0247                  625.0         .0            .0                  .0
636.0               16.0612               1.4926                .0253                  636.0         .0            .0                  .0
621.0               16.4695               1.5235                .0251                  621.0         .0            .0                  .0
635.0               16.1997               1.4979                .0261                  635.0         .0            .0                  .0
629.0               16.2095               1.5103                .0254                  629.0         .0            .0                  .0
630.0               16.2361               1.5146                .0262                  630.0         .0            .0                  .0
637.0               16.1003               1.489                 .0258                  637.0         .0            .0                  .0
617.0               16.267                1.5364                .0253                  617.0         .0            .0                  .0
620.0               16.6329               1.5368                .0245                  620.0         .0            .0                  .0
645.0               15.8266               1.4513                .0322                  645.0         .0            .0                  .0
591.0               16.9949               1.6076                .0255                  591.0         .0            .0                  .0
624.0               16.4304               1.5354                .0241                  624.0         .0            .0                  .0
643.0               15.8292               1.478                 .023                   643.0         .0            .0                  .0
619.0               16.6468               1.5337                .0229                  619.0         .0            .0                  .0
616.0               16.2026               1.5483                .0236                  616.0         .0            .0                  .0
610.0               17.0622               1.5543                .0308                  610.0         .0            .0                  .0
640.0               16.4977               1.487                 .0251                  640.0         .0            .0                  .0
622.0               16.2295               1.5316                .0246                  622.0         .0            .0                  .0
639.0               15.9172               1.4725                .0249                  639.0         .0            .0                  .0
595.0               17.0403               1.6104                .0234                  595.0         .0            .0                  .0
643.0               15.6211               1.468                 .0238                  643.0         .0            .0                  .0
675.0               15.2633               1.4066                .0248                  675.0         .0            .0                  .0
617.0               16.8574               1.5472                .0231                  617.0         .0            .0                  .0
596.0               15.995                1.6068                .023                   596.0         .0            .0                  .0
609.0               16.6721               1.5637                .0229                  609.0         .0            .0                  .0
615.0               16.7549               1.5529                .0235                  615.0         .0            .0                  .0
603.0               17.1672               1.5765                .0229                  603.0         .0            .0                  .0
641.0               15.8705               1.4894                .0227                  640.0         .0            .0                  .0
639.0               15.8781               1.4888                .0222                  640.0         .0            .0                  .0
671.0               15.1369               1.4124                .0233                  671.0         .0            .0                  .0
608.0               16.5025               1.5376                .0268                  608.0         .0            .0                  .0
638.0               15.6604               1.5008                .0211                  638.0         .0            .0                  .0
609.0               17.0803               1.5664                .023                   609.0         .0            .0                  .0
616.0               16.5575               1.551                 .0229                  616.0         .0            .0                  .0
622.0               16.0241               1.5239                .0235                  622.0         .0            .0                  .0
601.0               17.294                1.5925                .0225                  601.0         .0            .0                  .0
641.0               16.1869               1.4706                .022                   641.0         .0            .0                  .0
629.0               16.1413               1.514                 .0228                  629.0         .0            .0                  .0
613.0               16.8388               1.5421                .0221                  613.0         .0            .0                  .0
638.0               16.0579               1.4913                .0229                  638.0         .0            .0                  .0
616.0               16.6418               1.5544                .0232                  616.0         .0            .0                  .0
605.0               16.7624               1.5814                .0238                  605.0         .0            .0                  .0
627.0               16.285                1.51                  .0224                  627.0         .0            .0                  .0
627.0               15.8915               1.5287                .023                   626.0         .0            .0                  .0
633.0               16.0079               1.4967                .0231                  634.0         .0            .0                  .0
608.0               17.0016               1.564                 .0227                  608.0         .0            .0                  .0
643.0               15.7919               1.4803                .0223                  643.0         .0            .0                  .0
612.0               16.6688               1.5599                .0242                  612.0         .0            .0                  .0
627.0               16.1099               1.5159                .0219                  627.0         .0            .0                  .0
635.0               16.2327               1.5029                .0243                  635.0         .0            .0                  .0
609.0               16.9131               1.5696                .0219                  609.0         .0            .0                  .0
621.0               16.672                1.533                 .0213                  621.0         .0            .0                  .0
617.0               16.2188               1.5449                .0228                  616.0         .0            .0                  .0
589.0               16.8254               1.6106                .0271                  590.0         .0            .0                  .0
611.0               16.969                1.5581                .026                   611.0         .0            .0                  .0
603.0               16.7152               1.585                 .0239                  603.0         .0            .0                  .0
537.0               7.2831                1.4241                .0233                  536.0         .0            .0                  .0
44.0                1.0227                2.1913                .0245                  44.0          .0            .0                  .0
Server 0, get requests: 0

Thread 1
Throughput          Waiting time          Service time          Time to parse          Sets          Gets          Multi-gets          Misses
362.0               8.6336                1.7619                .075                   363.0         .0            .0                  .0
534.0               16.1589               1.7374                .0479                  534.0         .0            .0                  .0
512.0               17.5692               1.8676                .0294                  512.0         .0            .0                  .0
653.0               15.8945               1.4534                .0246                  653.0         .0            .0                  .0
607.0               16.6201               1.5772                .0255                  607.0         .0            .0                  .0
632.0               16.0174               1.5036                .0261                  632.0         .0            .0                  .0
619.0               16.5258               1.5385                .0262                  619.0         .0            .0                  .0
633.0               16.2776               1.5051                .0252                  633.0         .0            .0                  .0
634.0               16.0598               1.4981                .0278                  634.0         .0            .0                  .0
630.0               16.2504               1.5032                .0252                  630.0         .0            .0                  .0
628.0               16.0127               1.5109                .0275                  628.0         .0            .0                  .0
628.0               16.4944               1.5164                .0248                  628.0         .0            .0                  .0
622.0               16.6437               1.5311                .0248                  622.0         .0            .0                  .0
643.0               15.8323               1.4742                .0264                  643.0         .0            .0                  .0
588.0               16.8998               1.6091                .031                   588.0         .0            .0                  .0
620.0               16.5024               1.5328                .0322                  620.0         .0            .0                  .0
644.0               15.845                1.4779                .0228                  644.0         .0            .0                  .0
624.0               16.6528               1.5329                .0239                  624.0         .0            .0                  .0
631.0               16.1108               1.5091                .0244                  631.0         .0            .0                  .0
612.0               17.0734               1.5606                .0237                  612.0         .0            .0                  .0
627.0               16.5207               1.5067                .034                   627.0         .0            .0                  .0
642.0               16.2177               1.485                 .0232                  642.0         .0            .0                  .0
649.0               15.9677               1.4589                .0257                  649.0         .0            .0                  .0
596.0               17.0352               1.6063                .0255                  596.0         .0            .0                  .0
663.0               15.7515               1.4289                .0212                  663.0         .0            .0                  .0
672.0               15.2823               1.4212                .0243                  672.0         .0            .0                  .0
612.0               16.832                1.5613                .0226                  612.0         .0            .0                  .0
628.0               15.9841               1.5078                .0218                  628.0         .0            .0                  .0
618.0               16.6769               1.5373                .027                   618.0         .0            .0                  .0
610.0               16.8101               1.5712                .0224                  610.0         .0            .0                  .0
608.0               17.1429               1.5549                .0229                  608.0         .0            .0                  .0
628.0               15.9984               1.5037                .0301                  628.0         .0            .0                  .0
627.0               15.9538               1.532                 .0239                  627.0         .0            .0                  .0
671.0               15.1949               1.4186                .0223                  671.0         .0            .0                  .0
614.0               16.4715               1.5533                .0235                  614.0         .0            .0                  .0
664.0               15.6175               1.4329                .0254                  663.0         .0            .0                  .0
594.0               17.1479               1.5923                .0274                  595.0         .0            .0                  .0
627.0               16.6306               1.5184                .024                   627.0         .0            .0                  .0
625.0               16.1198               1.5169                .0231                  625.0         .0            .0                  .0
594.0               17.1613               1.6165                .0241                  594.0         .0            .0                  .0
627.0               16.3057               1.5202                .0222                  627.0         .0            .0                  .0
616.0               16.2836               1.5393                .0238                  616.0         .0            .0                  .0
614.0               16.8423               1.5417                .0221                  614.0         .0            .0                  .0
635.0               16.1478               1.4863                .0223                  635.0         .0            .0                  .0
612.0               16.708                1.5659                .0227                  612.0         .0            .0                  .0
609.0               16.7787               1.5599                .0243                  609.0         .0            .0                  .0
630.0               16.3597               1.5104                .0238                  630.0         .0            .0                  .0
651.0               16.0215               1.4524                .0234                  650.0         .0            .0                  .0
647.0               16.0988               1.457                 .0377                  648.0         .0            .0                  .0
592.0               17.0658               1.6118                .0245                  592.0         .0            .0                  .0
664.0               15.818                1.4267                .0219                  664.0         .0            .0                  .0
610.0               16.7774               1.5668                .0256                  610.0         .0            .0                  .0
637.0               16.2665               1.4652                .0233                  637.0         .0            .0                  .0
613.0               16.3811               1.5686                .0226                  613.0         .0            .0                  .0
602.0               16.9519               1.5832                .0237                  602.0         .0            .0                  .0
621.0               16.5932               1.5305                .0247                  621.0         .0            .0                  .0
635.0               16.4686               1.4932                .0246                  635.0         .0            .0                  .0
599.0               16.835                1.5894                .025                   599.0         .0            .0                  .0
614.0               16.9382               1.5503                .0232                  614.0         .0            .0                  .0
608.0               16.7553               1.5695                .0242                  608.0         .0            .0                  .0
522.0               7.2375                1.4663                .0226                  521.0         .0            .0                  .0
59.0                1.2881                .901                  .0231                  59.0          .0            .0                  .0
Server 0, get requests: 0

Thread 2
Throughput          Waiting time          Service time          Time to parse          Sets          Gets          Multi-gets          Misses
348.0               8.6246                1.8073                .0983                  349.0         .0            .0                  .0
515.0               16.0581               1.8313                .034                   515.0         .0            .0                  .0
500.0               17.3733               1.9154                .0275                  500.0         .0            .0                  .0
638.0               15.8842               1.4821                .0315                  638.0         .0            .0                  .0
609.0               16.7131               1.5652                .0282                  609.0         .0            .0                  .0
631.0               15.9146               1.509                 .0263                  631.0         .0            .0                  .0
611.0               16.4288               1.5552                .0277                  611.0         .0            .0                  .0
615.0               16.1477               1.5451                .0275                  615.0         .0            .0                  .0
636.0               16.0361               1.493                 .0288                  636.0         .0            .0                  .0
601.0               16.2076               1.5861                .0279                  601.0         .0            .0                  .0
631.0               15.9731               1.5069                .0257                  630.0         .0            .0                  .0
593.0               16.3855               1.5947                .0266                  594.0         .0            .0                  .0
590.0               16.4924               1.6036                .0256                  590.0         .0            .0                  .0
638.0               15.6886               1.4964                .023                   638.0         .0            .0                  .0
597.0               16.8227               1.5994                .0241                  597.0         .0            .0                  .0
617.0               16.5178               1.5429                .0229                  617.0         .0            .0                  .0
633.0               15.8091               1.5062                .0237                  633.0         .0            .0                  .0
604.0               16.6231               1.5872                .0236                  604.0         .0            .0                  .0
633.0               16.0741               1.4974                .0315                  633.0         .0            .0                  .0
587.0               16.9337               1.6283                .0244                  587.0         .0            .0                  .0
617.0               16.4239               1.5415                .0225                  617.0         .0            .0                  .0
624.0               16.1536               1.5303                .0249                  624.0         .0            .0                  .0
642.0               15.9253               1.4752                .0255                  642.0         .0            .0                  .0
601.0               17.0415               1.5986                .0228                  601.0         .0            .0                  .0
642.0               15.6299               1.4761                .0226                  642.0         .0            .0                  .0
664.0               15.1489               1.4347                .023                   664.0         .0            .0                  .0
589.0               16.7475               1.622                 .0248                  589.0         .0            .0                  .0
614.0               15.8894               1.5512                .0238                  614.0         .0            .0                  .0
612.0               16.5432               1.5558                .0242                  612.0         .0            .0                  .0
603.0               16.6887               1.5857                .0245                  603.0         .0            .0                  .0
586.0               17.063                1.6237                .0268                  586.0         .0            .0                  .0
626.0               16.0272               1.5319                .0224                  626.0         .0            .0                  .0
625.0               15.8768               1.5242                .0261                  624.0         .0            .0                  .0
680.0               15.0132               1.398                 .0219                  681.0         .0            .0                  .0
600.0               16.4126               1.591                 .027                   600.0         .0            .0                  .0
652.0               15.4946               1.4582                .0262                  652.0         .0            .0                  .0
593.0               17.1246               1.6146                .0219                  593.0         .0            .0                  .0
610.0               16.6246               1.5639                .0243                  609.0         .0            .0                  .0
617.0               16.034                1.5317                .0244                  617.0         .0            .0                  .0
580.0               17.0621               1.6496                .023                   581.0         .0            .0                  .0
608.0               16.1232               1.5488                .0224                  608.0         .0            .0                  .0
620.0               16.2142               1.534                 .0252                  620.0         .0            .0                  .0
596.0               16.8827               1.6007                .0294                  596.0         .0            .0                  .0
618.0               15.9725               1.5229                .024                   618.0         .0            .0                  .0
613.0               16.5717               1.5605                .023                   613.0         .0            .0                  .0
606.0               16.7282               1.5766                .0229                  606.0         .0            .0                  .0
611.0               16.2663               1.5639                .0231                  611.0         .0            .0                  .0
649.0               15.9631               1.4603                .0297                  649.0         .0            .0                  .0
644.0               16.0465               1.4767                .0238                  644.0         .0            .0                  .0
595.0               17.0386               1.6071                .023                   595.0         .0            .0                  .0
645.0               15.6997               1.4722                .0226                  645.0         .0            .0                  .0
594.0               16.7143               1.6113                .0264                  594.0         .0            .0                  .0
625.0               16.1981               1.5214                .0229                  625.0         .0            .0                  .0
620.0               16.2834               1.5393                .027                   620.0         .0            .0                  .0
597.0               16.8478               1.6029                .0248                  597.0         .0            .0                  .0
619.0               16.6194               1.5417                .0217                  619.0         .0            .0                  .0
625.0               16.361                1.5205                .0233                  625.0         .0            .0                  .0
593.0               16.8519               1.6079                .0235                  593.0         .0            .0                  .0
603.0               16.8212               1.5828                .0237                  603.0         .0            .0                  .0
603.0               16.6772               1.5882                .0229                  603.0         .0            .0                  .0
526.0               7.1825                1.4557                .0267                  525.0         .0            .0                  .0
63.0                1.4603                .9206                 .0213                  63.0          .0            .0                  .0
Server 0, get requests: 0

Thread 3
Throughput          Waiting time          Service time          Time to parse          Sets          Gets          Multi-gets          Misses
400.0               7.9551                1.5417                .0921                  401.0         .0            .0                  .0
719.0               15.8611               1.3008                .029                   719.0         .0            .0                  .0
589.0               17.4678               1.6211                .0254                  589.0         .0            .0                  .0
